Rock_Type,Porosity,Permeability,Trap_Type,Seismic_Score,Proximity_to_Oil_Field,Estimated_Reservoir_Depth,RQI,FZI,Reservoir_Quality,Compaction_Factor,Hydrocarbon_Potential,Normalized_Depth,Depth_Adjusted_Perm,Oil_Presence
Sandstone,27.100080195681155,415.34959468715306,Fault,0.262535695495924,2.480208479564591,2837.0,0.12292812445830074,4.536079730047861e-05,11256.007325265511,1.0775733116567499,0.6511432581573781,0.5674,146.40450993554919,0
Limestone,14.082955585116128,989.5304395413664,Fault,0.1510131174271062,1.1960002058466537,2837.0,0.26320693167738146,0.00018689750889760477,13935.513230181503,1.0775733116567499,0.1806117195283639,0.5674,348.7946561654446,0
Sandstone,10.323186536325814,286.0760246118568,None,0.972293584,0.565441445,916.0,0.16529643672406732,0.00016012152463041606,2953.216165638732,1.0244159001431998,0.5497750891011889,0.1832,312.3100705369615,0
Sandstone,24.68108765151619,926.2819662,Fault,0.5663996947604685,3.502660577959986,2837.0,0.19236192093737256,7.793899671417257e-05,22861.64639780096,1.0775733116567499,1.9839058822060622,0.5674,326.5005168135354,0
Sandstone,16.793871665392928,383.97951620395236,Anticline,0.3683973702210215,2.5658539647403695,889.0,0.15014409673437704,8.940409914158058e-05,6448.50271726884,1.0236877611893451,0.9452538529815337,0.1778,431.92296535877654,0
Sandstone,24.16577740728171,930.5987384063446,Dome,0.4814464104827508,4.622035604,2800.0,0.1948545235357366,8.063242504129929e-05,22488.641967824904,1.07652385244407,2.225262450669273,0.56,332.35669228798025,1
Shale,12.704460277479985,268.5770756383549,Anticline,0.3998664630365941,0.9394875997220088,618.0,0.1443730091819901,0.0001136396242175724,3412.1267888892176,1.0164080091178223,0.3756695835675792,0.1236,434.5907372788915,0
Limestone,24.56240431152575,383.9619601210955,Fault,0.4785086131694892,2.480208479564591,2837.0,0.12414759483482163,5.054374696395914e-05,9431.028904740275,1.0775733116567499,1.1868011199276598,0.5674,135.34083895703048,1
Limestone,27.45501413923665,85.54256832457025,Anticline,0.0424307372486445,4.491105152302406,1853.0,0.055425542787480006,2.018776697997397e-05,2348.5724228576933,1.0500084610176135,0.19056090267337694,0.3706,46.164364988974775,0
Shale,22.04277866548136,467.3440950980539,Anticline,0.500169229,0.9246253835458446,3171.0,0.14458220972578217,6.559164428402831e-05,10301.562448866074,1.0870932307434567,0.4624691652019544,0.6342,147.38066701294667,0
Shale,15.881718640426003,818.0587612502019,Fault,0.40116516,2.480208479564591,2837.0,0.2253580879743321,0.00014189779650213425,12992.179077511137,1.0775733116567499,0.9949732315378859,0.5674,288.35345831871757,1
Limestone,19.19325604711268,383.97334960102853,Fault,0.4785086131694892,2.480208479564591,2837.0,0.1404448636296196,7.317406868583266e-05,7369.698814160052,1.0775733116567499,1.1868011199276598,0.5674,135.3448535780855,1
Limestone,8.677317084590046,384.01000790731615,None,0.4785086131694892,4.474661893329106,3630.0,0.20888544790133323,0.0002407258440195653,3332.176602267713,1.1003133538222298,2.1411642569792715,0.726,105.7878809662028,0
Shale,23.646027896001183,873.5996978849483,Anticline,0.05055571,0.7842682618428609,2741.0,0.19085642597368427,8.071394773494296e-05,20657.162826125696,1.0748525043845978,0.03964923880793174,0.5482,318.715686933582,1
Limestone,14.082955585116128,805.2062877826419,None,0.4785086131694892,1.5914257655823412,2772.5,0.23743039885169434,0.0001685941544136003,11339.68438769918,1.0757445111603952,0.7615109360509987,0.5545,290.4260731407185,0
Sandstone,6.939425467868805,775.5227203791055,Dome,0.9464028250221004,0.6530452377138107,2800.0,0.33194425232220576,0.00047834543919981104,5381.682116709663,1.07652385244407,0.6180438578395796,0.56,276.9724001353948,1
Limestone,25.654960349144183,383.9599506146424,Anticline,0.4785086131694892,3.5295905529913747,4751.0,0.12147500839799419,4.734952100678123e-05,9850.47730867801,1.1332801541596986,1.6889394805680333,0.9502,80.81665977997103,0
Shale,10.616254655867069,384.0006946636072,Fault,0.8837599988343822,2.480208479564591,1979.0,0.18884695618224687,0.00017788472705661848,4076.6491625787085,1.0534983583964421,2.191909043009028,0.3958,194.03774364002385,0
Limestone,14.082955585116128,383.98764562686114,None,0.4785086131694892,2.080402385844163,2772.5,0.1639613060583296,0.00011642535195638591,5407.6809585963965,1.0757445111603952,0.9954904604847872,0.5545,138.49869995558564,0
Sandstone,1.3574756705666358,490.9560134610545,None,0.5668191233856312,2.742432230479576,2772.5,0.597152029516604,0.0043989888177321185,666.4608435917672,1.0757445111603952,1.5544630328249345,0.5545,177.08061802021805,0
Sandstone,10.523328690309365,384.00110065768257,Anticline,0.4814464104827508,4.590473966002695,2741.0,0.18967902775064682,0.0001802462256313602,4040.9697996613654,1.0748525043845978,2.2100672133465142,0.5482,140.09525744534204,1
Limestone,14.082955585116128,383.98764562686114,None,0.4785086131694892,2.677574508,2772.5,0.1639613060583296,0.00011642535195638591,5407.6809585963965,1.0757445111603952,1.2812424644810576,0.5545,138.49869995558564,0
Sandstone,27.562419144127546,449.1646395768422,Fault,0.8214021435154072,2.480208479564591,2837.0,0.12675752805389245,4.5989260736171426e-05,12380.064060737905,1.0775733116567499,2.0372485614794438,0.5674,158.3238066890526,1
Sandstone,13.607184288455244,403.8571608012647,Fault,0.093827307,2.480208479564591,2818.0,0.17106430946841247,0.000125716170106955,5495.3588132351115,1.077034272441009,0.23271128243611008,0.5636,143.31339985850414,0
Sandstone,1.7844048932516865,680.0608172985144,Anticline,0.1274218279575865,1.978923909869468,4066.0,0.6129948443309702,0.003435290088304575,1213.5038500962103,1.1130198880429254,0.25215810198454175,0.8132,167.25548876008716,0
Limestone,4.7534411156971785,514.9651624888995,Dome,0.8303256805947012,4.261122900390785,2800.0,0.3268244310771048,0.0006875533389860244,2447.8565765264134,1.07652385244407,3.538119772364646,0.56,183.91612946032126,0
Shale,10.589449256588672,384.0008114106516,Dome,0.6986102220544285,2.638647166213336,1883.0,0.18908585091958172,0.00017856060909110448,4066.357106921971,1.0508383389214624,1.8433858827115872,0.3766,203.93033001096737,0
Shale,13.10273453541225,383.9909770907384,Fault,0.500169229,1.1534806172432643,2371.0,0.16998444701161777,0.00012973203918022414,5031.3318368135115,1.0644301689283442,0.5769355109930077,0.4742,161.95317464813934,0
Shale,10.49410063534738,945.4210062567576,Anticline,0.785467266,2.5658539647403695,2307.0,0.29803664065965746,0.0002840039856829444,9921.343182429799,1.0626376663160697,2.0153942986398787,0.4614,409.80537765789234,0
Sandstone,10.365683641494343,384.00179768137036,Fault,0.4814464104827508,4.955003200466857,1072.0,0.19111611202713888,0.00018437386151945798,3980.441152530201,1.0286330776679404,2.38556850479531,0.2144,358.2106321654574,0
Shale,14.082955585116128,860.8659355444238,Dome,0.6703759104353387,0.1702469077678126,2800.0,0.24549943945053213,0.00017432380437952487,12123.536735011563,1.07652385244407,0.11412942579364851,0.56,307.4521198372942,0
Limestone,19.49856294497668,383.9726208634702,Fault,0.4785086131694892,4.120968983332601,2837.0,0.13934085618498326,7.146211573549885e-05,7486.914317054039,1.0775733116567499,1.9719191531289626,0.5674,135.3445967090131,0
Sandstone,8.231538156077624,384.0124434396403,Anticline,0.3645701572242519,2.5658539647403695,3676.0,0.21446765288740677,0.00026054383618334806,3161.013080582,1.1016470775413747,0.9354337833398666,0.7352,104.46475610436352,0
Sandstone,16.723229014907997,301.5053549243487,Fault,0.4003445182163753,2.054822582002169,2929.0,0.13332668909817752,7.972544595264638e-05,5042.143099621002,1.08018721452004,0.8226369566117866,0.5858,102.93798392773941,0
Limestone,10.953352660071467,543.6677761516655,None,0.8539461723304547,3.5618385169913642,3166.0,0.22121924665589798,0.00020196487187189188,5954.984882105984,1.0869500987285927,3.0416183680439586,0.6332,171.72071261897204,1
Sandstone,24.51321297500284,383.96205268789527,Dome,0.4814464104827508,1.4925169527352444,2800.0,0.12427211257638131,5.06959706600301e-05,9412.143571857638,1.07652385244407,0.7185669294790368,0.56,137.12930453139117,1
Shale,22.89450173236684,383.96520713543913,Dome,0.8182675681595905,2.634577229,3786.0,0.12859082610466252,5.616668473848842e-05,8790.692099930904,1.1048429757709541,2.1557891023024625,0.7572,101.41711757407266,0
Shale,3.403865751197221,384.0532258721967,None,0.2329575268227728,0.2641072144222833,916.0,0.33353325756979185,0.0009798660756596533,1307.265622183181,1.0244159001431998,0.06152576348786687,0.1832,419.27208064650296,0
Sandstone,2.3694179809869507,384.0699577299903,None,0.036851821,1.110555463,4928.0,0.3997734765353997,0.0016872222619365755,910.0222638023371,1.138574980256299,0.04092599113304812,0.9856,77.93627389001426,0
Limestone,14.082955585116128,65.94048392,Anticline,0.3549232709728912,2.5658539647403695,2741.0,0.06794520421159521,4.824640949901492e-05,928.6369063064243,1.0748525043845978,0.9106812820044135,0.5482,24.057090083910982,0
Sandstone,27.349160692059105,329.9445653009475,Anticline,0.9533860725310008,1.6503539641449605,3211.0,0.10906317492048331,3.9878070171327076e-05,9023.706935887201,1.0882389655968467,1.573424484162132,0.6422,102.75445820646138,1
Sandstone,23.780777185481337,383.96345338059814,Fault,0.4814464104827508,0.9466847258948884,4196.0,0.12617158845715828,5.305612489998379e-05,9130.949332211956,1.1168368556708466,0.4557779631409408,0.8392,91.50701939480413,1
Sandstone,10.783938655618307,963.8790087422656,None,0.4814464104827508,1.9811137006628776,2574.0921629774202,0.2968603566588313,0.0002752800865611105,10394.412101714774,1.0701383905164,0.9538000799423412,0.5148184325954841,374.453961907626,0
Sandstone,23.449063363296315,492.220860916582,Fault,0.7496685021052901,2.480208479564591,2837.0,0.14386226903435184,6.135096605160465e-05,11542.118156369193,1.0775733116567499,1.8593341757840258,0.5674,173.5004797027078,1
Limestone,14.082955585116128,383.98764562686114,Fault,0.4785086131694892,2.480208479564591,2837.0,0.1639613060583296,0.00011642535195638591,5407.6809585963965,1.0775733116567499,1.1868011199276598,0.5674,135.34989271302823,1
Limestone,3.216671826254624,384.0558383413048,None,0.093585341,1.280756023,2772.5,0.3431021632119453,0.0010666371384594772,1235.3815949010757,1.0757445111603952,0.11985998915025883,0.5545,138.523296065394,0
Limestone,1.4117513838005669,384.0938749700732,Anticline,0.1276023083151414,2.5658539647403695,2732.0,0.5179278062730086,0.0036686899139329932,542.2450594983228,1.074597781186995,0.3274088887004286,0.5464,140.59073022330645,0
Limestone,10.287363560265797,981.8954190562532,Dome,0.4785086131694892,1.3635980492912108,784.0,0.3067681172175818,0.0002981989655760312,10101.115153991213,1.0208610262544837,0.652493411486958,0.1568,1252.4176263472616,1
Shale,10.230605167681016,384.0024034140418,Fault,0.500169229,4.172744499574079,2837.0,0.1923738148369945,0.0001880375712716515,3928.5769727696265,1.0775733116567499,2.087078399165958,0.5674,135.3550946119287,0
Limestone,1.3920865804537697,209.87575731657128,Fault,0.3717660508266061,4.854603534973963,2837.0,0.38554729701463974,0.002769564066115524,292.16522532297097,1.0775733116567499,1.8047767845261518,0.5674,73.97806038652494,0
Shale,10.275179616781255,91.0235193,Anticline,0.6228761490206036,2.5658539647403695,739.0,0.09345698115392961,9.095410945546608e-05,935.2830101590553,1.0196519591328066,1.598209236506729,0.1478,123.17120338294994,0
Shale,2.68698072948932,384.0641485975727,Fault,0.9651525524330384,0.9849652791947028,2837.0,0.37540431185943135,0.0013971232012921046,1031.9729661694005,1.0775733116567499,0.9506417532726877,0.5674,135.37685886414263,0
Limestone,18.34939258169977,383.9754257890875,Anticline,0.4785086131694892,1.396037694821342,581.0,0.14363838622614009,7.827964091268809e-05,7045.715829529294,1.0154181193929455,0.668016061281291,0.1162,660.887135609445,1
Limestone,1.442769312361063,384.0928711000096,None,0.3238960277710513,2.3309790261852106,4353.0,0.5123294526634766,0.0035510143463272016,554.1574075197473,1.1214640323924472,0.7549948473990231,0.8706,88.23635908569024,1
Sandstone,1.1309317474455838,384.10411963067537,Anticline,0.3824577834543116,2.5658539647403695,3603.0,0.5786766155376786,0.005116812900908703,434.39554321496723,1.0995312681339342,0.9813308200220591,0.7206,106.60674982810862,0
Limestone,9.592295862230849,661.5721498786039,None,0.924428752,0.8397710218370713,4839.0,0.2607696070315024,0.00027185317339748535,6345.995795847699,1.1359095251259221,0.7763084776826086,0.9678,136.7167079724331,0
Limestone,1.712842815296518,799.1659376312119,Dome,0.4785086131694892,2.987010477696605,3501.0,0.6782493330635363,0.003959787360558952,1368.8456345013267,1.0965817356750303,1.429310241205336,0.7002,228.2679056358789,1
Shale,11.078676051004443,383.9987257786946,Anticline,0.8438589879562556,3.038809915092034,3598.0,0.18486326024324454,0.00016686403627307435,4254.197486900646,1.0993864984661972,2.5643270595409984,0.7196,106.7256047189257,0
Sandstone,14.339986351629342,823.2724847,Dome,0.9088747762369326,4.785082165674167,2800.0,0.2379178789530165,0.00016591220738922373,11805.716194269975,1.07652385244407,4.349040482602446,0.56,294.02588739285716,1
Sandstone,28.26473751,975.8762272642452,None,0.528607823,1.3218214234291292,2191.0,0.18450347025412503,6.527690914831532e-05,27582.885405872996,1.0593964456588125,0.6987251450336331,0.4382,445.40220322421055,0
Shale,14.082955585116128,86.54360149780703,Fault,0.933811275,0.3540450002631073,2837.0,0.07783953366799425,5.527215732346739e-05,1218.789696069606,1.0775733116567499,0.33061121310306757,0.5674,30.50532305174728,0
Limestone,8.188499841944635,425.2543334060401,None,0.789180652,1.5606939583163577,2772.5,0.22628295916800437,0.0002763423869276962,3482.1950418816305,1.0757445111603952,1.231669475596564,0.5545,153.38298770280977,0
Shale,25.749912953427742,161.88516874571937,Anticline,0.9116078569574888,1.09191065128162,4376.0,0.07873091460259828,3.057521582499869e-05,4168.529003653235,1.122143507105914,0.9953943288038934,0.8752,36.993868543354516,0
Limestone,14.082955585116128,846.5887411309996,Fault,0.4785086131694892,2.480208479564591,2837.0,0.24345516207464388,0.000172872207544235,11922.471640207243,1.0775733116567499,1.1868011199276598,0.5674,298.409848830102,0
Sandstone,3.5103517457383857,384.0518031555667,Fault,0.4814464104827508,2.480208479564591,1117.0,0.32843485055593735,0.0009356180643568318,1348.1569176611183,1.0298527942813773,1.1940874697352533,0.2234,343.8243537650552,1
Sandstone,14.082955585116128,383.98764562686114,Fault,0.4814464104827508,4.379370293002227,2837.0,0.1639613060583296,0.00011642535195638591,5407.6809585963965,1.0775733116567499,2.1084321077407147,0.5674,135.34989271302823,0
Limestone,2.482149104612147,658.9638864541313,Anticline,0.4785086131694892,4.403783073716316,2408.0,0.5116188322240868,0.0020611929850363714,1635.6466207338626,1.0654678385020375,2.107248131303265,0.4816,273.65609902580206,1
Sandstone,0.5511496361431323,53.40803241908207,Dome,0.4814464104827508,3.0007201921625697,2800.0,0.30909940912347356,0.2517272500148828,29.435817634897695,1.07652385244407,1.4446859653797792,0.56,19.074297292529312,0
Limestone,13.420516470168767,444.2715538511193,Fault,0.0309809532778618,3.275584650696701,2837.0,0.1806630287651566,0.00013461704634597026,5962.353705686417,1.0775733116567499,0.10148073502091576,0.5674,156.59906727216048,0
Shale,23.595776613107738,576.1738895646441,None,0.635897117,4.027688190407572,2772.5,0.15516340335406736,6.575897284426411e-05,13595.27038847275,1.0757445111603952,2.561195308455122,0.5545,207.8174534047409,0
Sandstone,3.427114157741875,767.1619974228103,None,0.4814464104827508,2.4443392314482524,3565.0,0.4697955547704615,0.0013708196842792354,2629.151742649249,1.098431496593617,1.176818348982927,0.713,215.1927061494559,0
Sandstone,10.832013960798754,383.99976555297735,None,0.4814464104827508,1.9448582065412667,2743.0,0.18695647980058025,0.0001725962323139344,4159.490821413299,1.0749091177388312,0.9363450024372132,0.5486,139.99262324206248,1
Shale,6.771831715173823,277.7208206362613,None,0.6183533789785556,4.529201460711521,3078.0,0.2010855158102302,0.00029694405334918845,1880.678661148735,1.0844340576459952,2.800647027305579,0.6156,90.22768701632921,1
Shale,1.3930096644843692,95.67612070042756,Dome,0.500169229,0.3200392626465576,2800.0,0.2602282027675986,0.0018681004834515892,133.2777607960686,1.07652385244407,0.16007379124765722,0.56,34.17004310729556,0
Limestone,28.226288024841267,383.9555402223437,Anticline,0.1530848188414082,4.485118235163952,1041.0,0.11580924570129751,4.1028861322245644e-05,10837.6396670494,1.0277936689039946,0.6866035125123701,0.2082,368.8333719715117,0
Sandstone,3.183762556947073,384.0563132949852,Anticline,0.4814464104827508,2.5658539647403695,2741.0,0.34487107196798716,0.001083218568594154,1222.7441100277083,1.0748525043845978,1.2353211811471856,0.5482,140.11540069134813,0
Limestone,11.144578309783029,72.74276918015178,None,0.7422218355242104,4.798270978604871,3823.213972167623,0.08022186289605594,7.198286078319796e-05,810.687487598673,1.1059262739038076,3.561381493082657,0.7646427944335246,19.02660162619914,0
Shale,16.931861410169688,262.3631814855381,Fault,0.6395403505502881,1.820055276742264,1724.0,0.123602922618581,7.300019745279871e-05,4442.29702804433,1.0464474475897245,1.1639987897086492,0.3448,152.1828198872031,0
Limestone,14.082955585116128,800.6104516311846,Fault,0.3393125961930803,2.2949225346733444,2837.0,0.23675184434892962,0.0001681123276417529,11274.961431301736,1.0775733116567499,0.7786961233020169,0.5674,282.20319056439354,0
Limestone,11.658928368213084,383.9963683480156,None,0.4785086131694892,2.435525839508468,3869.0,0.18020377708280563,0.0001545628992576311,4476.9861522234805,1.1072605619011753,1.1654200918016528,0.7738,99.24951365934753,0
Shale,0.3148092341983333,384.1631953848846,None,0.500169229,2.5005076870000003,2772.5,1.0968918109100065,2.3874145300499685,120.9381213463002,1.0757445111603952,1.2506770019153635,0.5545,138.56201817308732,0
Limestone,22.55028516068758,799.9629800524445,None,0.4785086131694892,1.380931449627795,2772.5,0.18702022441488478,8.293474919817038e-05,18039.393318176055,1.0757445111603952,0.6607875928435285,0.5545,288.5348891081856,0
Limestone,11.630854645170205,439.4698314660326,Anticline,0.4785086131694892,3.5742338760508523,4532.0,0.19301380287378317,0.0001659498022820993,5111.409730718872,1.1267629964920503,1.7103016951725014,0.9064,96.97039529259324,0
Sandstone,14.082955585116128,383.98764562686114,Anticline,0.4814464104827508,3.199724676,2741.0,0.1639613060583296,0.00011642535195638591,5407.6809585963965,1.0748525043845978,1.5404959597932828,0.5482,140.09034864168592,1
Sandstone,20.22592868594789,30.76996396585368,None,0.4814464104827508,3.9011378203328735,1307.0,0.03872923387810926,1.9148309320904845e-05,622.3510968425428,1.0350186741669662,1.8781888003977643,0.2614,23.542436087110698,0
Shale,10.960855016441025,63.90843732496674,Fault,0.500169229,3.079180529258252,3192.0,0.07582048020397902,6.917387383580029e-05,700.4911158462685,1.0876945910543365,1.540111351270912,0.6384,20.021440264713892,0
Shale,11.056233773972137,383.9988194190702,Fault,0.7299256078573148,1.698923054401658,3521.0,0.18505080820592143,0.00016737237289750145,4245.580716426552,1.0971594510960452,1.240087443186936,0.7042,109.0595908602869,0
Sandstone,8.896127689,384.0088578491604,Anticline,0.4814464104827508,2.861539357278404,2741.0,0.2063002552320746,0.00023189893675555425,3416.191833133181,1.0748525043845978,1.3776778520168051,0.5482,140.09808750425407,1
Sandstone,14.082955585116128,383.98764562686114,Anticline,0.9482686497881704,2.5658539647403695,2741.0,0.1639613060583296,0.00011642535195638591,5407.6809585963965,1.0748525043845978,2.433118874697974,0.5482,140.09034864168592,1
Limestone,13.626432592957425,383.98916735520504,Anticline,0.6448478776969538,2.5658539647403695,2741.0,0.1666855868270295,0.00012232518356504983,5232.402505391549,1.0748525043845978,1.654585483643142,0.5482,140.09090381437616,1
Shale,0.1174231720617191,384.20875844047634,Anticline,0.068410485,3.226329795332583,2741.0,1.7961242415126448,13.500040987004425,45.11501114997552,1.0748525043845978,0.22071478606865272,0.5482,140.17101730772578,0
Sandstone,7.597584508971487,384.01614448504347,Fault,0.3812351856571038,2.480208479564591,3730.0,0.2232372273333635,0.00029382658010550244,2917.5951105345225,1.103214816186723,0.94554274017513,0.746,102.9533899423709,0
Sandstone,5.076091550317554,384.0347692226062,Fault,0.9116035178596232,4.583906123905556,2837.0,0.27311792094588067,0.0005380476656863975,1949.3956470790233,1.0775733116567499,4.178704948090575,0.5674,135.366503074588,1
Shale,5.833429332950658,384.0283468727418,Anticline,0.500169229,0.2254598595568901,2741.0,0.25477060530163204,0.00043674242158473923,2240.202223332002,1.0748525043845978,0.11276808412501801,0.5482,140.10519769162414,0
Limestone,11.34797645343319,383.99761668922963,Dome,0.6728679604557496,0.1689407771725964,4510.0,0.1826563182818594,0.0001609593737098379,4357.595912363842,1.1261103800111256,0.1136748361739342,0.902,85.14359571823273,1
Limestone,20.68749196599689,383.9698877980387,Fault,0.5020576469023181,1.266669603204824,2837.0,0.13527710802734846,6.539077247725215e-05,7943.373969006653,1.0775733116567499,0.6359411603877069,0.5674,135.3436333443915,0
Sandstone,19.84343449839304,118.15449778435668,Anticline,0.6014901356630435,2.5658539647403695,2741.0,0.0766207425258445,3.8612641643284785e-05,2344.5910374744076,1.0748525043845978,1.543335849343243,0.5482,43.10634723982367,1
Shale,18.471781603355183,354.0160900822093,Dome,0.500169229,1.546047661591784,3891.0,0.1374632970099534,7.441799603400726e-05,6539.307900072285,1.1079022543180121,0.7732854668956156,0.7782,90.98331793426094,0
Shale,11.261048165975172,383.9979717920869,Fault,0.500169229,0.0340997250127639,4218.0,0.18336004433777675,0.000162826800520925,4324.2196559874665,1.1174840978519438,0.017055633168746136,0.8436,91.03792598200259,0
Shale,16.422445211391775,852.2956000522116,Fault,0.500169229,0.5631636020574088,3885.0,0.22620690643838964,0.00013774252465246554,13996.777795767723,1.1077272104235434,0.281677104641917,0.777,219.38110683454613,0
Sandstone,11.494451572382133,658.5043140498072,Anticline,0.7897302916754999,2.5658539647403695,4997.0,0.2376647829104282,0.0002067647868311251,7569.145948050224,1.1406457601767996,2.0263325999711497,0.9994,131.7799307684225,1
Shale,11.028027030353817,383.9989373816538,Fault,0.500169229,2.480208479564591,3424.0,0.1852873407707278,0.0001680149497827112,4234.75066107202,1.0943603699642463,1.2405239629830838,0.6848,112.14922236613721,0
Sandstone,2.0940196384388674,743.1559152843336,Anticline,0.4814464104827508,1.4104653840781969,2741.0,0.5915333604943911,0.002824870166620743,1556.1830810274057,1.0748525043845978,0.6790634962746223,0.5482,271.1258355652439,1
Sandstone,9.098488182135814,21.471554831096483,Dome,0.4814464104827508,1.4733356084573574,3596.0,0.04823660988776493,5.301607137598291e-05,195.3586878828125,1.099328595936346,0.7093321401282143,0.7192,5.9709551810613135,0
Limestone,11.47453381747783,970.2175365819662,Dome,0.4618422923253076,2.518039269,3610.0,0.2887331726939141,0.00025162954529282946,11132.793933819805,1.0997339776961645,1.162937028160102,0.722,268.7583203828161,1
Shale,11.155673622812714,383.99840594225924,Anticline,0.500169229,4.789580434201964,3861.0,0.18422410654091698,0.00016513938357266857,4283.7608883721905,1.107027311363964,2.395600753008282,0.7722,99.45568659473173,1
Sandstone,28.541905859373184,35.845425514207626,Anticline,0.960862816,2.5658539647403695,4539.0,0.03518884671929968,1.2328835675051334e-05,1023.0967605156877,1.1269707264951667,2.4654336660051963,0.9078,7.897207647985818,1
Shale,24.99102792,383.9611613084574,None,0.6588872657669321,0.5210321876892565,2772.5,0.12307822844311467,4.924896600376199e-05,9595.584102455283,1.0757445111603952,0.3433014735231372,0.5545,138.48914745120194,0
Shale,10.83686443201911,383.99974487907525,Dome,0.9211471375918332,2.638647166213336,2760.0,0.18691463016879775,0.00017248036213919128,4161.353177184463,1.0753904516587247,2.4305822842722167,0.552,139.13034234749105,0
Sandstone,1.680069268170005,511.20257365808624,Fault,0.1127305321295289,1.9323037207439704,2837.0,0.5477250075186643,0.0032601334831585077,858.855733812364,1.0775733116567499,0.2178296266753364,0.5674,180.1912490863892,0
Sandstone,10.89036318124487,989.1900540345654,Anticline,0.5562377257002904,2.4336402408483155,2947.0,0.299259769419453,0.0002747931950835498,10772.638943711654,1.0806993714531885,1.353682512742174,0.5894,335.66001154888545,0
Sandstone,24.129141388665506,239.6898882607808,Dome,0.9973573486647108,4.294228598346688,2250.0,0.09896544240344583,4.101490426424131e-05,5783.511203277816,1.061043760231222,4.28288044940723,0.45,106.52883922701369,1
Sandstone,24.745613024613107,114.36016398981168,Dome,0.4814464104827508,2.638647166213336,2800.0,0.06750219951423252,2.7278451112563576e-05,2829.912363523175,1.07652385244407,1.270367206703893,0.56,40.842915710647034,0
Limestone,14.31144675538064,383.98690242481615,Fault,0.8915732810387438,4.403415235255876,1089.0,0.16264701005400822,0.00011364819562554585,5495.4081088162975,1.029093689624091,3.925967369073073,0.2178,352.6050527316953,1
